"","CountryName","CountryCode","IndicatorCode","Year","Value"
"29","Pacific island small states","PSS","NY.GDP.PCAP.KD.ZG",2010,1.550549
"30","Pacific island small states","PSS","NY.GDP.MKTP.PP.CD",2010,10614567795
"31","Pacific island small states","PSS","FP.CPI.TOTL.ZG",2010,2.809293
"32","Pacific island small states","PSS","SM.POP.TOTL.ZS",2010,2.199695
"33","Pacific island small states","PSS","IT.NET.USER.P2",2010,12.98692
"34","Pacific island small states","PSS","SP.DYN.LE00.IN",2010,69.14003
"35","Pacific island small states","PSS","IT.CEL.SETS.P2",2010,55.09696
"36","Pacific island small states","PSS","SP.DYN.IMRT.IN",2010,24.06919
"37","Pacific island small states","PSS","EN.POP.DNST",2010,34.30034
"38","Pacific island small states","PSS","SP.POP.TOTL",2010,2201396
"39","Pacific island small states","PSS","EG.FEC.RNEW.ZS",2010,22.41796
"40","Pacific island small states","PSS","ER.PTD.TOTL.ZS",2010,2.848808
"41","Afghanistan","AFG","EG.ELC.ACCS.ZS",2010,41
"42","Afghanistan","AFG","EN.ATM.CO2E.PC",2010,0.3029364
"43","Afghanistan","AFG","GC.XPN.COMP.ZS",2010,23.28011
"44","Afghanistan","AFG","SN.ITK.DFCT",2010,159
"45","Afghanistan","AFG","AG.LND.FRST.ZS",2010,2.067825
"46","Afghanistan","AFG","NY.GDP.PCAP.CD",2010,569.9407
"47","Afghanistan","AFG","NY.GDP.PCAP.KD.ZG",2010,5.505838
"48","Afghanistan","AFG","NY.GDP.MKTP.PP.CD",2010,45555113006
"49","Afghanistan","AFG","FP.CPI.TOTL.ZG",2010,0.8925369
"50","Afghanistan","AFG","VC.IHR.PSRC.P5",2010,3.461534
"51","Afghanistan","AFG","SM.POP.TOTL.ZS",2010,0.3250208
"52","Afghanistan","AFG","IT.NET.USER.P2",2010,4
"53","Afghanistan","AFG","SP.DYN.LE00.IN",2010,58.97083
"54","Afghanistan","AFG","MS.MIL.XPND.GD.ZS",2010,1.897473
"55","Afghanistan","AFG","IT.CEL.SETS.P2",2010,45.77817
"56","Afghanistan","AFG","SP.DYN.IMRT.IN",2010,75.1
"57","Afghanistan","AFG","SH.DTH.MORT",2010,114576
"58","Afghanistan","AFG","EN.POP.DNST",2010,42.83033
"59","Afghanistan","AFG","SP.POP.TOTL",2010,27962207
"60","Afghanistan","AFG","SG.GEN.PARL.ZS",2010,27.7
"61","Afghanistan","AFG","EG.FEC.RNEW.ZS",2010,15.17152
"62","Afghanistan","AFG","ER.PTD.TOTL.ZS",2010,0.3720076
"63","Albania","ALB","EG.ELC.ACCS.ZS",2010,100
"64","Albania","ALB","SL.FAM.0714.ZS",2010,94.28
"65","Albania","ALB","EN.ATM.CO2E.PC",2010,1.515632
"66","Albania","ALB","EG.USE.ELEC.KH.PC",2010,1947.463
"67","Albania","ALB","AG.LND.FRST.ZS",2010,28.33212
"68","Albania","ALB","EG.USE.COMM.FO.ZS",2010,63.00601
"69","Albania","ALB","NY.GDP.PCAP.CD",2010,4094.359
"70","Albania","ALB","NY.GDP.PCAP.KD.ZG",2010,4.226161
"71","Albania","ALB","NY.GDP.MKTP.PP.CD",2010,27083782564
"72","Albania","ALB","FP.CPI.TOTL.ZG",2010,3.552267
"73","Albania","ALB","VC.IHR.PSRC.P5",2010,4.031563
"74","Albania","ALB","SM.POP.TOTL.ZS",2010,3.058886
"75","Albania","ALB","ST.INT.DPRT",2010,3443000
"76","Albania","ALB","IT.NET.USER.P2",2010,45
"77","Albania","ALB","SP.DYN.LE00.IN",2010,76.97851
"78","Albania","ALB","MS.MIL.XPND.GD.ZS",2010,1.593118
"79","Albania","ALB","IT.CEL.SETS.P2",2010,85.46825
"80","Albania","ALB","SP.DYN.IMRT.IN",2010,14.8
"81","Albania","ALB","SH.DTH.MORT",2010,540
"82","Albania","ALB","EN.POP.DNST",2010,106.3146
"83","Albania","ALB","SP.POP.TOTL",2010,2913021
"84","Albania","ALB","SG.GEN.PARL.ZS",2010,16.4
"85","Albania","ALB","EG.FEC.RNEW.ZS",2010,37.18621
"86","Albania","ALB","ER.PTD.TOTL.ZS",2010,9.476582
"87","Albania","ALB","SL.EMP.WORK.ZS",2010,43.8
"88","Algeria","DZA","EG.ELC.ACCS.ZS",2010,99.3
"89","Algeria","DZA","EN.ATM.CO2E.PC",2010,3.309912
"90","Algeria","DZA","GC.XPN.COMP.ZS",2010,37.93961
"91","Algeria","DZA","SN.ITK.DFCT",2010,40
"92","Algeria","DZA","EG.USE.ELEC.KH.PC",2010,1014.981
"93","Algeria","DZA","AG.LND.FRST.ZS",2010,0.8052936
"94","Algeria","DZA","EG.USE.COMM.FO.ZS",2010,99.84794
"95","Algeria","DZA","NY.GDP.PCAP.CD",2010,4473.486
"96","Algeria","DZA","NY.GDP.PCAP.KD.ZG",2010,1.776425
"97","Algeria","DZA","NY.GDP.MKTP.PP.CD",2010,455845601075
"98","Algeria","DZA","FP.CPI.TOTL.ZG",2010,3.913043
"99","Algeria","DZA","VC.IHR.PSRC.P5",2010,0.6853229
"100","Algeria","DZA","SM.POP.TOTL.ZS",2010,0.6724468
"101","Algeria","DZA","ST.INT.DPRT",2010,1757000
"102","Algeria","DZA","IT.NET.USER.P2",2010,12.5
"103","Algeria","DZA","SP.DYN.LE00.IN",2010,73.80405
"104","Algeria","DZA","MS.MIL.XPND.GD.ZS",2010,3.518023
"105","Algeria","DZA","IT.CEL.SETS.P2",2010,88.44488
"106","Algeria","DZA","SP.DYN.IMRT.IN",2010,23.5
"107","Algeria","DZA","SH.DTH.MORT",2010,24683
"108","Algeria","DZA","EN.POP.DNST",2010,15.13018
"109","Algeria","DZA","SP.POP.TOTL",2010,36036159
"110","Algeria","DZA","SG.GEN.PARL.ZS",2010,7.7
"111","Algeria","DZA","EG.FEC.RNEW.ZS",2010,0.257182
"112","Algeria","DZA","SL.UEM.NEET.ZS",2010,24.53
"113","Algeria","DZA","ER.PTD.TOTL.ZS",2010,7.375091
"114","Algeria","DZA","SL.EMP.WORK.ZS",2010,33
"115","American Samoa","ASM","EG.ELC.ACCS.ZS",2010,55.8
"116","American Samoa","ASM","AG.LND.FRST.ZS",2010,88.55
"117","American Samoa","ASM","SM.POP.TOTL.ZS",2010,50.99216
"118","American Samoa","ASM","EN.POP.DNST",2010,278.18
"119","American Samoa","ASM","SP.POP.TOTL",2010,55636
"120","American Samoa","ASM","ER.PTD.TOTL.ZS",2010,16.83815
"121","American Samoa","ASM","SL.EMP.WORK.ZS",2010,96.9
"122","Andorra","ADO","EG.ELC.ACCS.ZS",2010,100
"123","Andorra","ADO","EN.ATM.CO2E.PC",2010,6.12477
"124","Andorra","ADO","AG.LND.FRST.ZS",2010,34.04255
"125","Andorra","ADO","NY.GDP.PCAP.CD",2010,39639.39
"126","Andorra","ADO","NY.GDP.PCAP.KD.ZG",2010,-4.165093
"127","Andorra","ADO","VC.IHR.PSRC.P5",2010,1.176263
"128","Andorra","ADO","SM.POP.TOTL.ZS",2010,66.15454
"129","Andorra","ADO","IT.NET.USER.P2",2010,81
"130","Andorra","ADO","IT.CEL.SETS.P2",2010,84.06818
"131","Andorra","ADO","SP.DYN.IMRT.IN",2010,2.5
"132","Andorra","ADO","SH.DTH.MORT",2010,2
"133","Andorra","ADO","EN.POP.DNST",2010,179.6149
"134","Andorra","ADO","SP.POP.TOTL",2010,84419
"135","Andorra","ADO","SG.GEN.PARL.ZS",2010,35.7
"136","Andorra","ADO","ER.PTD.TOTL.ZS",2010,9.829452
"137","Angola","AGO","EG.ELC.ACCS.ZS",2010,34.6
"138","Angola","AGO","EN.ATM.CO2E.PC",2010,1.401654
"139","Angola","AGO","GC.XPN.COMP.ZS",2010,35.71774
"140","Angola","AGO","SN.ITK.DFCT",2010,151
"141","Angola","AGO","EG.USE.ELEC.KH.PC",2010,227.2389
"142","Angola","AGO","IC.FRM.FEMM.ZS",2010,13.5
"143","Angola","AGO","AG.LND.FRST.ZS",2010,46.90784
"144","Angola","AGO","EG.USE.COMM.FO.ZS",2010,39.62311
"145","Angola","AGO","NY.GDP.PCAP.CD",2010,3928.825
"146","Angola","AGO","FP.CPI.TOTL.ZG",2010,14.47054
"147","Angola","AGO","SM.POP.TOTL.ZS",2010,0.3081392
"148","Angola","AGO","IT.NET.USER.P2",2010,10
"149","Angola","AGO","SP.DYN.LE00.IN",2010,50.65417
"150","Angola","AGO","IC.FRM.CRIM.ZS",2010,1.5
"151","Angola","AGO","MS.MIL.XPND.GD.ZS",2010,4.199133
"152","Angola","AGO","IT.CEL.SETS.P2",2010,48.10121
"153","Angola","AGO","SP.DYN.IMRT.IN",2010,109.6
"154","Angola","AGO","SH.DTH.MORT",2010,178123
"155","Angola","AGO","EN.POP.DNST",2010,17.0209
"156","Angola","AGO","SP.POP.TOTL",2010,21219954
"157","Angola","AGO","SG.GEN.PARL.ZS",2010,38.6
"158","Angola","AGO","EG.FEC.RNEW.ZS",2010,57.27504
"159","Angola","AGO","ER.PTD.TOTL.ZS",2010,12.06314
"160","Antigua and Barbuda","ATG","EG.ELC.ACCS.ZS",2010,87.87328
"161","Antigua and Barbuda","ATG","EN.ATM.CO2E.PC",2010,6.011269
"162","Antigua and Barbuda","ATG","GC.XPN.COMP.ZS",2010,40.31352
"163","Antigua and Barbuda","ATG","IC.FRM.FEMM.ZS",2010,17.5
"164","Antigua and Barbuda","ATG","AG.LND.FRST.ZS",2010,22.27273
"165","Antigua and Barbuda","ATG","NY.GDP.PCAP.CD",2010,13017.31
"166","Antigua and Barbuda","ATG","NY.GDP.PCAP.KD.ZG",2010,-8.136143
"167","Antigua and Barbuda","ATG","NY.GDP.MKTP.PP.CD",2010,1757859214
"168","Antigua and Barbuda","ATG","FP.CPI.TOTL.ZG",2010,3.370025
"169","Antigua and Barbuda","ATG","VC.IHR.PSRC.P5",2010,6.878131
"170","Antigua and Barbuda","ATG","SM.POP.TOTL.ZS",2010,23.99092
"171","Antigua and Barbuda","ATG","IT.NET.USER.P2",2010,47
"172","Antigua and Barbuda","ATG","SP.DYN.LE00.IN",2010,75.30878
"173","Antigua and Barbuda","ATG","IC.FRM.CRIM.ZS",2010,0.5
"174","Antigua and Barbuda","ATG","IT.CEL.SETS.P2",2010,192.5533
"175","Antigua and Barbuda","ATG","SP.DYN.IMRT.IN",2010,7.7
"176","Antigua and Barbuda","ATG","SH.DTH.MORT",2010,15
"177","Antigua and Barbuda","ATG","EN.POP.DNST",2010,198.2568
"178","Antigua and Barbuda","ATG","SP.POP.TOTL",2010,87233
"179","Antigua and Barbuda","ATG","SG.GEN.PARL.ZS",2010,10.5
"180","Antigua and Barbuda","ATG","ER.PTD.TOTL.ZS",2010,1.199169
"181","Argentina","ARG","EG.ELC.ACCS.ZS",2010,94
"182","Argentina","ARG","EN.ATM.CO2E.PC",2010,4.342272
"183","Argentina","ARG","SN.ITK.DFCT",2010,10
"184","Argentina","ARG","EG.USE.ELEC.KH.PC",2010,2847.327
"185","Argentina","ARG","IC.FRM.FEMM.ZS",2010,9.2
"186","Argentina","ARG","AG.LND.FRST.ZS",2010,10.44912
"187","Argentina","ARG","EG.USE.COMM.FO.ZS",2010,89.51248
"188","Argentina","ARG","NY.GDP.PCAP.CD",2010,11198.64
"189","Argentina","ARG","NY.GDP.PCAP.KD.ZG",2010,8.325187
"190","Argentina","ARG","SI.POV.GINI",2010,44.5
"191","Argentina","ARG","VC.IHR.PSRC.P5",2010,6.836045
"192","Argentina","ARG","SM.POP.TOTL.ZS",2010,3.515749
"193","Argentina","ARG","ST.INT.DPRT",2010,5307000
"194","Argentina","ARG","IT.NET.USER.P2",2010,45
"195","Argentina","ARG","SP.DYN.LE00.IN",2010,75.48498
"196","Argentina","ARG","IC.FRM.CRIM.ZS",2010,0.6
"197","Argentina","ARG","MS.MIL.XPND.GD.ZS",2010,0.7477786
"198","Argentina","ARG","IT.CEL.SETS.P2",2010,141.383
"199","Argentina","ARG","SP.DYN.IMRT.IN",2010,13
"200","Argentina","ARG","SH.DTH.MORT",2010,10681
"201","Argentina","ARG","EN.POP.DNST",2010,15.06304
"202","Argentina","ARG","SP.POP.TOTL",2010,41222875
"203","Argentina","ARG","SG.GEN.PARL.ZS",2010,38.5
"204","Argentina","ARG","EG.FEC.RNEW.ZS",2010,8.96067
"205","Argentina","ARG","SL.UEM.NEET.ZS",2010,20.45
"206","Argentina","ARG","ER.PTD.TOTL.ZS",2010,6.643764
"207","Argentina","ARG","SL.EMP.WORK.ZS",2010,76.4
"208","Armenia","ARM","EG.ELC.ACCS.ZS",2010,99.8
"209","Armenia","ARM","SL.FAM.0714.ZS",2010,97.53
"210","Armenia","ARM","EN.ATM.CO2E.PC",2010,1.422998
"211","Armenia","ARM","GC.XPN.COMP.ZS",2010,23.59531
"212","Armenia","ARM","SN.ITK.DFCT",2010,43
"213","Armenia","ARM","EG.USE.ELEC.KH.PC",2010,1676.061
"214","Armenia","ARM","AG.LND.FRST.ZS",2010,11.62627
"215","Armenia","ARM","EG.USE.COMM.FO.ZS",2010,67.39918
"216","Armenia","ARM","NY.GDP.PCAP.CD",2010,3124.784
"217","Armenia","ARM","NY.GDP.PCAP.KD.ZG",2010,2.290078
"218","Armenia","ARM","NY.GDP.MKTP.PP.CD",2010,18896045357
"219","Armenia","ARM","SI.POV.GINI",2010,31.07
"220","Armenia","ARM","FP.CPI.TOTL.ZG",2010,8.181576
"221","Armenia","ARM","VC.IHR.PSRC.P5",2010,1.88966
"222","Armenia","ARM","SM.POP.TOTL.ZS",2010,10.93924
"223","Armenia","ARM","ST.INT.DPRT",2010,563000
"224","Armenia","ARM","IT.NET.USER.P2",2010,25
"225","Armenia","ARM","SP.DYN.LE00.IN",2010,74.22634
"226","Armenia","ARM","MS.MIL.XPND.GD.ZS",2010,4.265646
"227","Armenia","ARM","IT.CEL.SETS.P2",2010,130.4322
"228","Armenia","ARM","SP.DYN.IMRT.IN",2010,16.1
"229","Armenia","ARM","SH.DTH.MORT",2010,831
"230","Armenia","ARM","EN.POP.DNST",2010,104.0919
"231","Armenia","ARM","SP.POP.TOTL",2010,2963496
"232","Armenia","ARM","SG.GEN.PARL.ZS",2010,9.2
"233","Armenia","ARM","EG.FEC.RNEW.ZS",2010,9.363417
"234","Armenia","ARM","ER.PTD.TOTL.ZS",2010,8.102788
"235","Armenia","ARM","SP.UWT.TFRT",2010,13.5
"236","Armenia","ARM","SL.EMP.WORK.ZS",2010,56.9
"237","Armenia","ARM","SG.VAW.REAS.ZS",2010,9.3
"238","Aruba","ABW","EG.ELC.ACCS.ZS",2010,87.87328
"239","Aruba","ABW","SE.ADT.LITR.ZS",2010,96.82264
"240","Aruba","ABW","EN.ATM.CO2E.PC",2010,24.1827
"241","Aruba","ABW","AG.LND.FRST.ZS",2010,2.333333
"242","Aruba","ABW","NY.GDP.PCAP.CD",2010,24289.14
"243","Aruba","ABW","FP.CPI.TOTL.ZG",2010,2.077739
"244","Aruba","ABW","VC.IHR.PSRC.P5",2010,3.937124
"245","Aruba","ABW","SM.POP.TOTL.ZS",2010,33.72934
"246","Aruba","ABW","IT.NET.USER.P2",2010,62
"247","Aruba","ABW","SP.DYN.LE00.IN",2010,74.95354
"248","Aruba","ABW","IT.CEL.SETS.P2",2010,129.7282
"249","Aruba","ABW","EN.POP.DNST",2010,564.4278
"250","Aruba","ABW","SP.POP.TOTL",2010,101597
"251","Aruba","ABW","EG.FEC.RNEW.ZS",2010,5.47276
"252","Aruba","ABW","SL.UEM.NEET.ZS",2010,16.56
"253","Aruba","ABW","ER.PTD.TOTL.ZS",2010,0.03026106
"254","Aruba","ABW","SL.EMP.WORK.ZS",2010,89.3
"255","Aruba","ABW","SE.ADT.1524.LT.ZS",2010,99.13841
"256","Australia","AUS","EG.ELC.ACCS.ZS",2010,100
"257","Australia","AUS","EN.ATM.CO2E.PC",2010,16.7109
"258","Australia","AUS","GC.XPN.COMP.ZS",2010,10.28286
"259","Australia","AUS","EG.USE.ELEC.KH.PC",2010,10740.41
"260","Australia","AUS","AG.LND.FRST.ZS",2010,16.0383
"261","Australia","AUS","EG.USE.COMM.FO.ZS",2010,95.07248
"262","Australia","AUS","NY.GDP.PCAP.CD",2010,51845.65
"263","Australia","AUS","NY.GDP.PCAP.KD.ZG",2010,0.4435781
"264","Australia","AUS","NY.GDP.MKTP.PP.CD",2010,861853267945
"265","Australia","AUS","SI.POV.GINI",2010,34.94
"266","Australia","AUS","FP.CPI.TOTL.ZG",2010,2.845226
"267","Australia","AUS","VC.IHR.PSRC.P5",2010,1.031043
"268","Australia","AUS","SM.POP.TOTL.ZS",2010,21.385
"269","Australia","AUS","ST.INT.DPRT",2010,7103000
"270","Australia","AUS","IT.NET.USER.P2",2010,76
"271","Australia","AUS","SP.DYN.LE00.IN",2010,81.69512
"272","Australia","AUS","MS.MIL.XPND.GD.ZS",2010,1.951809
"273","Australia","AUS","IT.CEL.SETS.P2",2010,100.4263
"274","Australia","AUS","SP.DYN.IMRT.IN",2010,4.1
"275","Australia","AUS","SH.DTH.MORT",2010,1478
"276","Australia","AUS","EN.POP.DNST",2010,2.867859
"277","Australia","AUS","SP.POP.TOTL",2010,22031750
"278","Australia","AUS","SG.GEN.PARL.ZS",2010,24.7
"279","Australia","AUS","EG.FEC.RNEW.ZS",2010,7.159708
"280","Australia","AUS","SL.UEM.NEET.ZS",2010,9.7
"281","Australia","AUS","ER.PTD.TOTL.ZS",2010,15.0353
"282","Australia","AUS","SL.EMP.WORK.ZS",2010,88.2
"283","Austria","AUT","EG.ELC.ACCS.ZS",2010,100
"284","Austria","AUT","EN.ATM.CO2E.PC",2010,8.127693
"285","Austria","AUT","GC.XPN.COMP.ZS",2010,13.34727
"286","Austria","AUT","EG.USE.ELEC.KH.PC",2010,8347.438
"287","Austria","AUT","AG.LND.FRST.ZS",2010,46.75331
"288","Austria","AUT","EG.USE.COMM.FO.ZS",2010,70.10766
"289","Austria","AUT","NY.GDP.PCAP.CD",2010,46659.84
"290","Austria","AUT","NY.GDP.PCAP.KD.ZG",2010,1.683937
"291","Austria","AUT","NY.GDP.MKTP.PP.CD",2010,350124302728
"292","Austria","AUT","SI.POV.GINI",2010,30.25
"293","Austria","AUT","FP.CPI.TOTL.ZG",2010,1.813535
"294","Austria","AUT","VC.IHR.PSRC.P5",2010,0.6903181
"295","Austria","AUT","SM.POP.TOTL.ZS",2010,15.66609
"296","Austria","AUT","ST.INT.DPRT",2010,9882000
"297","Austria","AUT","IT.NET.USER.P2",2010,75.17
"298","Austria","AUT","SP.DYN.LE00.IN",2010,80.58049
"299","Austria","AUT","MS.MIL.XPND.GD.ZS",2010,0.8247703
"300","Austria","AUT","IT.CEL.SETS.P2",2010,145.6928
"301","Austria","AUT","SP.DYN.IMRT.IN",2010,3.6
"302","Austria","AUT","SH.DTH.MORT",2010,341
"303","Austria","AUT","EN.POP.DNST",2010,101.2997
"304","Austria","AUT","SP.POP.TOTL",2010,8363404
"305","Austria","AUT","SG.GEN.PARL.ZS",2010,27.9
"306","Austria","AUT","EG.FEC.RNEW.ZS",2010,31.39805
"307","Austria","AUT","SL.UEM.NEET.ZS",2010,7.42
"308","Austria","AUT","ER.PTD.TOTL.ZS",2010,23.58846
"309","Austria","AUT","SL.EMP.WORK.ZS",2010,86.2
"310","Azerbaijan","AZE","EG.ELC.ACCS.ZS",2010,99.5
"311","Azerbaijan","AZE","SE.ADT.LITR.ZS",2010,99.77114
"312","Azerbaijan","AZE","EN.ATM.CO2E.PC",2010,3.388226
"313","Azerbaijan","AZE","GC.XPN.COMP.ZS",2010,17.90828
"314","Azerbaijan","AZE","SN.ITK.DFCT",2010,23
"315","Azerbaijan","AZE","EG.USE.ELEC.KH.PC",2010,1603.431
"316","Azerbaijan","AZE","AG.LND.FRST.ZS",2010,12.19875
"317","Azerbaijan","AZE","EG.USE.COMM.FO.ZS",2010,96.93249
"318","Azerbaijan","AZE","NY.GDP.PCAP.CD",2010,5842.806
"319","Azerbaijan","AZE","NY.GDP.PCAP.KD.ZG",2010,3.614187
"320","Azerbaijan","AZE","NY.GDP.MKTP.PP.CD",2010,141497529647
"321","Azerbaijan","AZE","VC.IHR.PSRC.P5",2010,2.133106
"322","Azerbaijan","AZE","SM.POP.TOTL.ZS",2010,2.915069
"323","Azerbaijan","AZE","ST.INT.DPRT",2010,3176000
"324","Azerbaijan","AZE","IT.NET.USER.P2",2010,46
"325","Azerbaijan","AZE","SP.DYN.LE00.IN",2010,70.45029
"326","Azerbaijan","AZE","MS.MIL.XPND.GD.ZS",2010,2.791004
"327","Azerbaijan","AZE","IT.CEL.SETS.P2",2010,100.0593
"328","Azerbaijan","AZE","SP.DYN.IMRT.IN",2010,33.9
"329","Azerbaijan","AZE","SH.DTH.MORT",2010,6327
"330","Azerbaijan","AZE","EN.POP.DNST",2010,109.5423
"331","Azerbaijan","AZE","SP.POP.TOTL",2010,9054332
"332","Azerbaijan","AZE","SG.GEN.PARL.ZS",2010,16
"333","Azerbaijan","AZE","EG.FEC.RNEW.ZS",2010,4.449734
"334","Azerbaijan","AZE","ER.PTD.TOTL.ZS",2010,7.357207
"335","Azerbaijan","AZE","SL.EMP.WORK.ZS",2010,31.9
"336","Azerbaijan","AZE","SE.ADT.1524.LT.ZS",2010,99.9506
"337","Bahamas","BHS","EG.ELC.ACCS.ZS",2010,100
"338","Bahamas","BHS","EN.ATM.CO2E.PC",2010,6.829321
"339","Bahamas","BHS","GC.XPN.COMP.ZS",2010,41.54215
"340","Bahamas","BHS","IC.FRM.FEMM.ZS",2010,33.2
"341","Bahamas","BHS","AG.LND.FRST.ZS",2010,51.44855
"342","Bahamas","BHS","NY.GDP.PCAP.CD",2010,21920.52
"343","Bahamas","BHS","NY.GDP.PCAP.KD.ZG",2010,-0.1637115
"344","Bahamas","BHS","NY.GDP.MKTP.PP.CD",2010,8093827393
"345","Bahamas","BHS","FP.CPI.TOTL.ZG",2010,1.344027
"346","Bahamas","BHS","VC.IHR.PSRC.P5",2010,26.07504
"347","Bahamas","BHS","SM.POP.TOTL.ZS",2010,9.258099
"348","Bahamas","BHS","IT.NET.USER.P2",2010,43
"349","Bahamas","BHS","SP.DYN.LE00.IN",2010,74.59239
"350","Bahamas","BHS","IC.FRM.CRIM.ZS",2010,0.6
"351","Bahamas","BHS","IT.CEL.SETS.P2",2010,118.8292
"352","Bahamas","BHS","SP.DYN.IMRT.IN",2010,11.4
"353","Bahamas","BHS","SH.DTH.MORT",2010,85
"354","Bahamas","BHS","EN.POP.DNST",2010,36.04695
"355","Bahamas","BHS","SP.POP.TOTL",2010,360830
"356","Bahamas","BHS","SG.GEN.PARL.ZS",2010,12.2
"357","Bahamas","BHS","EG.FEC.RNEW.ZS",2010,1.588608
"358","Bahamas","BHS","ER.PTD.TOTL.ZS",2010,1.005589
"359","Bahrain","BHR","EG.ELC.ACCS.ZS",2010,94.1
"360","Bahrain","BHR","SE.ADT.LITR.ZS",2010,94.55679
"361","Bahrain","BHR","EN.ATM.CO2E.PC",2010,18.43502
"362","Bahrain","BHR","GC.XPN.COMP.ZS",2010,44.22419
"363","Bahrain","BHR","EG.USE.ELEC.KH.PC",2010,17442.06
"364","Bahrain","BHR","AG.LND.FRST.ZS",2010,0.6955381
"365","Bahrain","BHR","EG.USE.COMM.FO.ZS",2010,99.88049
"366","Bahrain","BHR","NY.GDP.PCAP.CD",2010,20386.02
"367","Bahrain","BHR","NY.GDP.PCAP.KD.ZG",2010,-1.004658
"368","Bahrain","BHR","NY.GDP.MKTP.PP.CD",2010,49725800420
"369","Bahrain","BHR","FP.CPI.TOTL.ZG",2010,1.961885
"370","Bahrain","BHR","VC.IHR.PSRC.P5",2010,0.8789361
"371","Bahrain","BHR","SM.POP.TOTL.ZS",2010,25.00581
"372","Bahrain","BHR","IT.NET.USER.P2",2010,55
"373","Bahrain","BHR","SP.DYN.LE00.IN",2010,76.12756
"374","Bahrain","BHR","MS.MIL.XPND.GD.ZS",2010,3.277366
"375","Bahrain","BHR","IT.CEL.SETS.P2",2010,125.2084
"376","Bahrain","BHR","SP.DYN.IMRT.IN",2010,7.1
"377","Bahrain","BHR","SH.DTH.MORT",2010,151
"378","Bahrain","BHR","EN.POP.DNST",2010,1655.274
"379","Bahrain","BHR","SP.POP.TOTL",2010,1261319
"380","Bahrain","BHR","SG.GEN.PARL.ZS",2010,2.5
"381","Bahrain","BHR","ER.PTD.TOTL.ZS",2010,6.820462
"382","Bahrain","BHR","SL.EMP.WORK.ZS",2010,96.8
"383","Bahrain","BHR","SE.ADT.1524.LT.ZS",2010,98.1636
"384","Bangladesh","BGD","EG.ELC.ACCS.ZS",2010,55.2
"385","Bangladesh","BGD","EN.ATM.CO2E.PC",2010,0.3703599
"386","Bangladesh","BGD","GC.XPN.COMP.ZS",2010,21.26352
"387","Bangladesh","BGD","SN.ITK.DFCT",2010,119
"388","Bangladesh","BGD","EG.USE.ELEC.KH.PC",2010,247.3209
"389","Bangladesh","BGD","AG.LND.FRST.ZS",2010,11.07782
"390","Bangladesh","BGD","EG.USE.COMM.FO.ZS",2010,71.39898
"391","Bangladesh","BGD","NY.GDP.PCAP.CD",2010,760.3319
"392","Bangladesh","BGD","NY.GDP.PCAP.KD.ZG",2010,4.380462
"393","Bangladesh","BGD","NY.GDP.MKTP.PP.CD",2010,364140854586
"394","Bangladesh","BGD","SI.POV.GINI",2010,31.98
"395","Bangladesh","BGD","FP.CPI.TOTL.ZG",2010,8.126676
"396","Bangladesh","BGD","VC.IHR.PSRC.P5",2010,2.638867
"397","Bangladesh","BGD","SM.POP.TOTL.ZS",2010,0.7158476
